1377347301,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/rent-for-less-young-exec-living/1377347301,Rent for Less (Young Exec Living),$800.00,< 3 km,17/08/2018

1364352115,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/yorkville-den-furnished-with-closet/1364352115,YORKVILLE DEN - FURNISHED with CLOSET,"$1,100.00",< 5 km,15/08/2018

1376826412,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/female-roommate-apartment-needed/1376826412,Female Roommate & Apartment Needed,$900.00,< 3 km,15/08/2018

1376506916,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/rented-already-looking-for-a-female-roommate/1376506916,RENTED ALREADY- Looking for a female roommate,"$1,150.00",< 5 km,14/08/2018

1376398833,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/looking-for-a-female-roomate-downtown-toronto-sept-1st/1376398833,Looking for a Female Roomate - Downtown Toronto - Sept 1st,$650.00,< 3 km,13/08/2018

1376239368,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/short-or-long-term-term-tenant-needed-as-early-as-september/1376239368,Short or long term term tenant needed as early as September,"$1,000.00",< 4 km,13/08/2018

1376255977,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/need-female-roommate-immediately-clean-and-responsible-:/1376255977,Need FEMALE Roommate Immediately clean and responsible!! :),$800.00,< 4 km,12/08/2018

1376218426,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/looking-for-room/1376218426,Looking for Room,$650.00,< 4 km,12/08/2018

1376071710,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/french-student-looking-for-roommates/1376071710,French student looking for roommates,"$1,200.00",< 4 km,12/08/2018

1375827836,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/an-ideal-downtown-rental-room-for-students/1375827836,An Ideal Downtown Rental Room for Students.,$650.00,< 4 km,11/08/2018

